country_code,year,value,au_region,quality_flag,indicator
UGA,2017,5.389,East Africa,VERIFIED,youth_unemployment_f
ZAF,2017,59.045,Southern Africa,VERIFIED,youth_unemployment_f
ZMB,2017,8.123,Southern Africa,VERIFIED,youth_unemployment_f
ZWE,2017,10.742,Southern Africa,VERIFIED,youth_unemployment_f
AGO,2018,30.967,Central Africa,VERIFIED,youth_unemployment_f
BDI,2018,1.433,East Africa,VERIFIED,youth_unemployment_f
BEN,2018,2.85,West Africa,VERIFIED,youth_unemployment_f
BFA,2018,7.683,West Africa,VERIFIED,youth_unemployment_f
BWA,2018,35.012,Southern Africa,VERIFIED,youth_unemployment_f
CAF,2018,10.414,Central Africa,VERIFIED,youth_unemployment_f
CIV,2018,5.648,West Africa,VERIFIED,youth_unemployment_f
CMR,2018,7.05,Central Africa,VERIFIED,youth_unemployment_f
COD,2018,6.421,Central Africa,VERIFIED,youth_unemployment_f
COG,2018,41.35,Central Africa,VERIFIED,youth_unemployment_f
COM,2018,9.587,East Africa,VERIFIED,youth_unemployment_f
CPV,2018,32.021,West Africa,VERIFIED,youth_unemployment_f
DJI,2018,76.407,East Africa,VERIFIED,youth_unemployment_f
DZA,2018,46.844,North Africa,VERIFIED,youth_unemployment_f
EGY,2018,52.799,North Africa,VERIFIED,youth_unemployment_f
ERI,2018,10.703,East Africa,VERIFIED,youth_unemployment_f
ETH,2018,5.949,East Africa,VERIFIED,youth_unemployment_f
GAB,2018,43.026,Central Africa,VERIFIED,youth_unemployment_f
GHA,2018,5.919,West Africa,VERIFIED,youth_unemployment_f
GIN,2018,7.17,West Africa,VERIFIED,youth_unemployment_f
GMB,2018,6.534,West Africa,VERIFIED,youth_unemployment_f
GNB,2018,3.784,West Africa,VERIFIED,youth_unemployment_f
GNQ,2018,16.016,Central Africa,VERIFIED,youth_unemployment_f
KEN,2018,11.342,East Africa,VERIFIED,youth_unemployment_f
LBR,2018,2.193,West Africa,VERIFIED,youth_unemployment_f
LBY,2018,69.125,Other,VERIFIED,youth_unemployment_f
LSO,2018,36.524,Southern Africa,VERIFIED,youth_unemployment_f
MAR,2018,22.895,North Africa,VERIFIED,youth_unemployment_f
MDG,2018,3.999,East Africa,VERIFIED,youth_unemployment_f
MLI,2018,2.157,West Africa,VERIFIED,youth_unemployment_f
MOZ,2018,8.167,Southern Africa,VERIFIED,youth_unemployment_f
MRT,2018,27.686,West Africa,VERIFIED,youth_unemployment_f
MUS,2018,28.319,East Africa,VERIFIED,youth_unemployment_f
MWI,2018,7.188,Southern Africa,VERIFIED,youth_unemployment_f
NAM,2018,38.531,Southern Africa,VERIFIED,youth_unemployment_f
NER,2018,0.694,West Africa,VERIFIED,youth_unemployment_f
NGA,2018,10.506,West Africa,VERIFIED,youth_unemployment_f
RWA,2018,16.866,East Africa,VERIFIED,youth_unemployment_f
SDN,2018,26.86,North Africa,VERIFIED,youth_unemployment_f
SEN,2018,5.556,West Africa,VERIFIED,youth_unemployment_f
SLE,2018,2.508,West Africa,VERIFIED,youth_unemployment_f
SOM,2018,36.666,East Africa,VERIFIED,youth_unemployment_f
SSD,2018,18.398,East Africa,VERIFIED,youth_unemployment_f
STP,2018,8.915,Central Africa,VERIFIED,youth_unemployment_f
SWZ,2018,52.178,Southern Africa,VERIFIED,youth_unemployment_f
SYC,2018,,East Africa,MISSING,youth_unemployment_f
TCD,2018,0.685,Central Africa,VERIFIED,youth_unemployment_f
TGO,2018,4.913,West Africa,VERIFIED,youth_unemployment_f
TUN,2018,36.073,North Africa,VERIFIED,youth_unemployment_f
TZA,2018,3.652,East Africa,VERIFIED,youth_unemployment_f
UGA,2018,5.412,East Africa,VERIFIED,youth_unemployment_f
ZAF,2018,59.264,Southern Africa,VERIFIED,youth_unemployment_f
ZMB,2018,8.037,Southern Africa,VERIFIED,youth_unemployment_f
ZWE,2018,11.526,Southern Africa,VERIFIED,youth_unemployment_f
AGO,2019,29.501,Central Africa,VERIFIED,youth_unemployment_f
BDI,2019,1.312,East Africa,VERIFIED,youth_unemployment_f
BEN,2019,2.659,West Africa,VERIFIED,youth_unemployment_f
BFA,2019,7.798,West Africa,VERIFIED,youth_unemployment_f
BWA,2019,34.301,Southern Africa,VERIFIED,youth_unemployment_f
CAF,2019,10.542,Central Africa,VERIFIED,youth_unemployment_f
CIV,2019,4.938,West Africa,VERIFIED,youth_unemployment_f
CMR,2019,7.137,Central Africa,VERIFIED,youth_unemployment_f
COD,2019,6.354,Central Africa,VERIFIED,youth_unemployment_f
COG,2019,40.771,Central Africa,VERIFIED,youth_unemployment_f
COM,2019,9.618,East Africa,VERIFIED,youth_unemployment_f
CPV,2019,33.502,West Africa,VERIFIED,youth_unemployment_f
DJI,2019,77.37,East Africa,VERIFIED,youth_unemployment_f
DZA,2019,47.369,North Africa,VERIFIED,youth_unemployment_f
EGY,2019,51.834,North Africa,VERIFIED,youth_unemployment_f
ERI,2019,10.804,East Africa,VERIFIED,youth_unemployment_f
ETH,2019,6.286,East Africa,VERIFIED,youth_unemployment_f
GAB,2019,42.895,Central Africa,VERIFIED,youth_unemployment_f
GHA,2019,5.719,West Africa,VERIFIED,youth_unemployment_f
GIN,2019,7.869,West Africa,VERIFIED,youth_unemployment_f
GMB,2019,7.32,West Africa,VERIFIED,youth_unemployment_f
GNB,2019,2.171,West Africa,VERIFIED,youth_unemployment_f
GNQ,2019,16.195,Central Africa,VERIFIED,youth_unemployment_f
KEN,2019,13.354,East Africa,VERIFIED,youth_unemployment_f
LBR,2019,2.197,West Africa,VERIFIED,youth_unemployment_f
LBY,2019,69.662,Other,VERIFIED,youth_unemployment_f
LSO,2019,37.645,Southern Africa,VERIFIED,youth_unemployment_f
MAR,2019,22.964,North Africa,VERIFIED,youth_unemployment_f
MDG,2019,4.37,East Africa,VERIFIED,youth_unemployment_f
MLI,2019,4.733,West Africa,VERIFIED,youth_unemployment_f
MOZ,2019,8.535,Southern Africa,VERIFIED,youth_unemployment_f
MRT,2019,30.157,West Africa,VERIFIED,youth_unemployment_f
MUS,2019,28.845,East Africa,VERIFIED,youth_unemployment_f
MWI,2019,7.143,Southern Africa,VERIFIED,youth_unemployment_f
NAM,2019,38.737,Southern Africa,VERIFIED,youth_unemployment_f
NER,2019,0.761,West Africa,VERIFIED,youth_unemployment_f
NGA,2019,10.799,West Africa,VERIFIED,youth_unemployment_f
RWA,2019,16.705,East Africa,VERIFIED,youth_unemployment_f
SDN,2019,24.274,North Africa,VERIFIED,youth_unemployment_f
SEN,2019,6.542,West Africa,VERIFIED,youth_unemployment_f
SLE,2019,2.521,West Africa,VERIFIED,youth_unemployment_f
SOM,2019,36.907,East Africa,VERIFIED,youth_unemployment_f
SSD,2019,18.155,East Africa,VERIFIED,youth_unemployment_f
STP,2019,9.008,Central Africa,VERIFIED,youth_unemployment_f
SWZ,2019,53.405,Southern Africa,VERIFIED,youth_unemployment_f
SYC,2019,,East Africa,MISSING,youth_unemployment_f
TCD,2019,0.677,Central Africa,VERIFIED,youth_unemployment_f
TGO,2019,2.705,West Africa,VERIFIED,youth_unemployment_f
TUN,2019,38.47,North Africa,VERIFIED,youth_unemployment_f
TZA,2019,3.472,East Africa,VERIFIED,youth_unemployment_f
UGA,2019,5.427,East Africa,VERIFIED,youth_unemployment_f
ZAF,2019,62.268,Southern Africa,VERIFIED,youth_unemployment_f
ZMB,2019,8.194,Southern Africa,VERIFIED,youth_unemployment_f
ZWE,2019,12.472,Southern Africa,VERIFIED,youth_unemployment_f
AGO,2020,30.731,Central Africa,VERIFIED,youth_unemployment_f
BDI,2020,1.388,East Africa,VERIFIED,youth_unemployment_f
BEN,2020,3.159,West Africa,VERIFIED,youth_unemployment_f
BFA,2020,8.873,West Africa,VERIFIED,youth_unemployment_f
BWA,2020,42.916,Southern Africa,VERIFIED,youth_unemployment_f
CAF,2020,12.008,Central Africa,VERIFIED,youth_unemployment_f
CIV,2020,5.669,West Africa,VERIFIED,youth_unemployment_f
CMR,2020,8.213,Central Africa,VERIFIED,youth_unemployment_f
COD,2020,7.567,Central Africa,VERIFIED,youth_unemployment_f
COG,2020,45.695,Central Africa,VERIFIED,youth_unemployment_f
COM,2020,11.543,East Africa,VERIFIED,youth_unemployment_f
CPV,2020,41.831,West Africa,VERIFIED,youth_unemployment_f
DJI,2020,84.183,East Africa,VERIFIED,youth_unemployment_f
DZA,2020,54.36,North Africa,VERIFIED,youth_unemployment_f
EGY,2020,46.054,North Africa,VERIFIED,youth_unemployment_f
ERI,2020,12.341,East Africa,VERIFIED,youth_unemployment_f
ETH,2020,8.536,East Africa,VERIFIED,youth_unemployment_f
GAB,2020,47.15,Central Africa,VERIFIED,youth_unemployment_f
GHA,2020,6.336,West Africa,VERIFIED,youth_unemployment_f
GIN,2020,9.675,West Africa,VERIFIED,youth_unemployment_f
GMB,2020,9.849,West Africa,VERIFIED,youth_unemployment_f
GNB,2020,2.52,West Africa,VERIFIED,youth_unemployment_f
GNQ,2020,18.966,Central Africa,VERIFIED,youth_unemployment_f
KEN,2020,16.626,East Africa,VERIFIED,youth_unemployment_f
LBR,2020,2.915,West Africa,VERIFIED,youth_unemployment_f
LBY,2020,74.809,Other,VERIFIED,youth_unemployment_f
LSO,2020,42.484,Southern Africa,VERIFIED,youth_unemployment_f
MAR,2020,27.223,North Africa,VERIFIED,youth_unemployment_f
MDG,2020,5.872,East Africa,VERIFIED,youth_unemployment_f
MLI,2020,7.585,West Africa,VERIFIED,youth_unemployment_f
MOZ,2020,9.891,Southern Africa,VERIFIED,youth_unemployment_f
MRT,2020,33.542,West Africa,VERIFIED,youth_unemployment_f
MUS,2020,28.602,East Africa,VERIFIED,youth_unemployment_f
MWI,2020,8.434,Southern Africa,VERIFIED,youth_unemployment_f
NAM,2020,42.769,Southern Africa,VERIFIED,youth_unemployment_f
NER,2020,0.726,West Africa,VERIFIED,youth_unemployment_f
NGA,2020,11.961,West Africa,VERIFIED,youth_unemployment_f
RWA,2020,17.308,East Africa,VERIFIED,youth_unemployment_f
SDN,2020,24.435,North Africa,VERIFIED,youth_unemployment_f
SEN,2020,7.843,West Africa,VERIFIED,youth_unemployment_f
SLE,2020,2.979,West Africa,VERIFIED,youth_unemployment_f
SOM,2020,39.733,East Africa,VERIFIED,youth_unemployment_f
SSD,2020,20.826,East Africa,VERIFIED,youth_unemployment_f
STP,2020,10.242,Central Africa,VERIFIED,youth_unemployment_f
SWZ,2020,61.651,Southern Africa,VERIFIED,youth_unemployment_f
SYC,2020,,East Africa,MISSING,youth_unemployment_f
TCD,2020,0.952,Central Africa,VERIFIED,youth_unemployment_f
TGO,2020,3.607,West Africa,VERIFIED,youth_unemployment_f
TUN,2020,41.561,North Africa,VERIFIED,youth_unemployment_f
TZA,2020,3.751,East Africa,VERIFIED,youth_unemployment_f
UGA,2020,6.926,East Africa,VERIFIED,youth_unemployment_f
ZAF,2020,64.571,Southern Africa,VERIFIED,youth_unemployment_f
ZMB,2020,10.764,Southern Africa,VERIFIED,youth_unemployment_f
ZWE,2020,15.471,Southern Africa,VERIFIED,youth_unemployment_f
AGO,2021,27.627,Central Africa,VERIFIED,youth_unemployment_f
BDI,2021,1.406,East Africa,VERIFIED,youth_unemployment_f
BEN,2021,2.963,West Africa,VERIFIED,youth_unemployment_f
BFA,2021,8.774,West Africa,VERIFIED,youth_unemployment_f
BWA,2021,49.149,Southern Africa,VERIFIED,youth_unemployment_f
CAF,2021,11.969,Central Africa,VERIFIED,youth_unemployment_f
CIV,2021,5.421,West Africa,VERIFIED,youth_unemployment_f
CMR,2021,7.894,Central Africa,VERIFIED,youth_unemployment_f
COD,2021,7.235,Central Africa,VERIFIED,youth_unemployment_f
COG,2021,43.492,Central Africa,VERIFIED,youth_unemployment_f
COM,2021,10.851,East Africa,VERIFIED,youth_unemployment_f
CPV,2021,38.05,West Africa,VERIFIED,youth_unemployment_f
DJI,2021,81.052,East Africa,VERIFIED,youth_unemployment_f
DZA,2021,50.939,North Africa,VERIFIED,youth_unemployment_f
EGY,2021,42.743,North Africa,VERIFIED,youth_unemployment_f
ERI,2021,12.152,East Africa,VERIFIED,youth_unemployment_f
ETH,2021,8.295,East Africa,VERIFIED,youth_unemployment_f
GAB,2021,44.811,Central Africa,VERIFIED,youth_unemployment_f
GHA,2021,5.923,West Africa,VERIFIED,youth_unemployment_f
GIN,2021,9.06,West Africa,VERIFIED,youth_unemployment_f
GMB,2021,10.257,West Africa,VERIFIED,youth_unemployment_f
GNB,2021,2.232,West Africa,VERIFIED,youth_unemployment_f
GNQ,2021,18.312,Central Africa,VERIFIED,youth_unemployment_f
KEN,2021,16.794,East Africa,VERIFIED,youth_unemployment_f
LBR,2021,2.667,West Africa,VERIFIED,youth_unemployment_f
LBY,2021,71.996,Other,VERIFIED,youth_unemployment_f
LSO,2021,40.244,Southern Africa,VERIFIED,youth_unemployment_f
MAR,2021,25.779,North Africa,VERIFIED,youth_unemployment_f
MDG,2021,6.08,East Africa,VERIFIED,youth_unemployment_f
MLI,2021,4.165,West Africa,VERIFIED,youth_unemployment_f
MOZ,2021,9.984,Southern Africa,VERIFIED,youth_unemployment_f
MRT,2021,32.202,West Africa,VERIFIED,youth_unemployment_f
MUS,2021,26.071,East Africa,VERIFIED,youth_unemployment_f
MWI,2021,8.047,Southern Africa,VERIFIED,youth_unemployment_f
NAM,2021,40.999,Southern Africa,VERIFIED,youth_unemployment_f
NER,2021,0.96,West Africa,VERIFIED,youth_unemployment_f
NGA,2021,10.376,West Africa,VERIFIED,youth_unemployment_f
RWA,2021,24.271,East Africa,VERIFIED,youth_unemployment_f
SDN,2021,19.703,North Africa,VERIFIED,youth_unemployment_f
SEN,2021,7.234,West Africa,VERIFIED,youth_unemployment_f
SLE,2021,2.836,West Africa,VERIFIED,youth_unemployment_f
SOM,2021,38.644,East Africa,VERIFIED,youth_unemployment_f
SSD,2021,19.76,East Africa,VERIFIED,youth_unemployment_f
STP,2021,9.757,Central Africa,VERIFIED,youth_unemployment_f
SWZ,2021,59.082,Southern Africa,VERIFIED,youth_unemployment_f
SYC,2021,,East Africa,MISSING,youth_unemployment_f
TCD,2021,0.891,Central Africa,VERIFIED,youth_unemployment_f
TGO,2021,3.824,West Africa,VERIFIED,youth_unemployment_f
TUN,2021,38.901,North Africa,VERIFIED,youth_unemployment_f
TZA,2021,3.681,East Africa,VERIFIED,youth_unemployment_f
UGA,2021,6.343,East Africa,VERIFIED,youth_unemployment_f
ZAF,2021,70.558,Southern Africa,VERIFIED,youth_unemployment_f
ZMB,2021,10.005,Southern Africa,VERIFIED,youth_unemployment_f
ZWE,2021,16.289,Southern Africa,VERIFIED,youth_unemployment_f
AGO,2022,26.924,Central Africa,VERIFIED,youth_unemployment_f
BDI,2022,1.253,East Africa,VERIFIED,youth_unemployment_f
BEN,2022,2.642,West Africa,VERIFIED,youth_unemployment_f
BFA,2022,8.144,West Africa,VERIFIED,youth_unemployment_f
BWA,2022,49.44,Southern Africa,VERIFIED,youth_unemployment_f
CAF,2022,11.227,Central Africa,VERIFIED,youth_unemployment_f
CIV,2022,4.775,West Africa,VERIFIED,youth_unemployment_f
CMR,2022,7.253,Central Africa,VERIFIED,youth_unemployment_f
COD,2022,6.301,Central Africa,VERIFIED,youth_unemployment_f
COG,2022,40.144,Central Africa,VERIFIED,youth_unemployment_f
COM,2022,9.735,East Africa,VERIFIED,youth_unemployment_f
CPV,2022,34.48,West Africa,VERIFIED,youth_unemployment_f
DJI,2022,78.002,East Africa,VERIFIED,youth_unemployment_f
DZA,2022,47.469,North Africa,VERIFIED,youth_unemployment_f
EGY,2022,35.751,North Africa,VERIFIED,youth_unemployment_f
ERI,2022,11.353,East Africa,VERIFIED,youth_unemployment_f
ETH,2022,7.253,East Africa,VERIFIED,youth_unemployment_f
GAB,2022,42.927,Central Africa,VERIFIED,youth_unemployment_f
GHA,2022,5.334,West Africa,VERIFIED,youth_unemployment_f
GIN,2022,8.002,West Africa,VERIFIED,youth_unemployment_f
GMB,2022,10.095,West Africa,VERIFIED,youth_unemployment_f
GNB,2022,1.793,West Africa,VERIFIED,youth_unemployment_f
GNQ,2022,17.136,Central Africa,VERIFIED,youth_unemployment_f
KEN,2022,19.648,East Africa,VERIFIED,youth_unemployment_f
LBR,2022,2.129,West Africa,VERIFIED,youth_unemployment_f
LBY,2022,69.873,Other,VERIFIED,youth_unemployment_f
LSO,2022,37.672,Southern Africa,VERIFIED,youth_unemployment_f
MAR,2022,23.128,North Africa,VERIFIED,youth_unemployment_f
MDG,2022,5.693,East Africa,VERIFIED,youth_unemployment_f
MLI,2022,4.713,West Africa,VERIFIED,youth_unemployment_f
MOZ,2022,11.581,Southern Africa,VERIFIED,youth_unemployment_f
MRT,2022,30.626,West Africa,VERIFIED,youth_unemployment_f
MUS,2022,24.63,East Africa,VERIFIED,youth_unemployment_f
MWI,2022,7.195,Southern Africa,VERIFIED,youth_unemployment_f
NAM,2022,38.61,Southern Africa,VERIFIED,youth_unemployment_f
NER,2022,0.242,West Africa,VERIFIED,youth_unemployment_f
NGA,2022,7.453,West Africa,VERIFIED,youth_unemployment_f
RWA,2022,23.462,East Africa,VERIFIED,youth_unemployment_f
SDN,2022,13.099,North Africa,VERIFIED,youth_unemployment_f
SEN,2022,5.933,West Africa,VERIFIED,youth_unemployment_f
