country_code,year,value,au_region,quality_flag,indicator
NGA,2015,8.201,West Africa,VERIFIED,youth_unemployment_m
RWA,2015,15.403,East Africa,VERIFIED,youth_unemployment_m
SDN,2015,22.037,North Africa,VERIFIED,youth_unemployment_m
SEN,2015,7.398,West Africa,VERIFIED,youth_unemployment_m
SLE,2015,12.1,West Africa,VERIFIED,youth_unemployment_m
SOM,2015,31.605,East Africa,VERIFIED,youth_unemployment_m
SSD,2015,20.832,East Africa,VERIFIED,youth_unemployment_m
STP,2015,10.632,Central Africa,VERIFIED,youth_unemployment_m
SWZ,2015,45.925,Southern Africa,VERIFIED,youth_unemployment_m
SYC,2015,,East Africa,MISSING,youth_unemployment_m
TCD,2015,2.083,Central Africa,VERIFIED,youth_unemployment_m
TGO,2015,3.963,West Africa,VERIFIED,youth_unemployment_m
TUN,2015,33.87,North Africa,VERIFIED,youth_unemployment_m
TZA,2015,2.705,East Africa,VERIFIED,youth_unemployment_m
UGA,2015,3.399,East Africa,VERIFIED,youth_unemployment_m
ZAF,2015,46.179,Southern Africa,VERIFIED,youth_unemployment_m
ZMB,2015,12.689,Southern Africa,VERIFIED,youth_unemployment_m
ZWE,2015,7.146,Southern Africa,VERIFIED,youth_unemployment_m
AGO,2016,35.446,Central Africa,VERIFIED,youth_unemployment_m
BDI,2016,3.399,East Africa,VERIFIED,youth_unemployment_m
BEN,2016,3.293,West Africa,VERIFIED,youth_unemployment_m
BFA,2016,7.191,West Africa,VERIFIED,youth_unemployment_m
BWA,2016,32.973,Southern Africa,VERIFIED,youth_unemployment_m
CAF,2016,8.841,Central Africa,VERIFIED,youth_unemployment_m
CIV,2016,1.273,West Africa,VERIFIED,youth_unemployment_m
CMR,2016,5.859,Central Africa,VERIFIED,youth_unemployment_m
COD,2016,10.353,Central Africa,VERIFIED,youth_unemployment_m
COG,2016,43.004,Central Africa,VERIFIED,youth_unemployment_m
COM,2016,9.431,East Africa,VERIFIED,youth_unemployment_m
CPV,2016,27.869,West Africa,VERIFIED,youth_unemployment_m
DJI,2016,72.129,East Africa,VERIFIED,youth_unemployment_m
DZA,2016,22.831,North Africa,VERIFIED,youth_unemployment_m
EGY,2016,30.321,North Africa,VERIFIED,youth_unemployment_m
ERI,2016,8.998,East Africa,VERIFIED,youth_unemployment_m
ETH,2016,2.969,East Africa,VERIFIED,youth_unemployment_m
GAB,2016,31.474,Central Africa,VERIFIED,youth_unemployment_m
GHA,2016,11.016,West Africa,VERIFIED,youth_unemployment_m
GIN,2016,6.386,West Africa,VERIFIED,youth_unemployment_m
GMB,2016,9.181,West Africa,VERIFIED,youth_unemployment_m
GNB,2016,3.945,West Africa,VERIFIED,youth_unemployment_m
GNQ,2016,14.415,Central Africa,VERIFIED,youth_unemployment_m
KEN,2016,7.355,East Africa,VERIFIED,youth_unemployment_m
LBR,2016,2.4,West Africa,VERIFIED,youth_unemployment_m
LBY,2016,43.282,Other,VERIFIED,youth_unemployment_m
LSO,2016,17.426,Southern Africa,VERIFIED,youth_unemployment_m
MAR,2016,22.122,North Africa,VERIFIED,youth_unemployment_m
MDG,2016,3.884,East Africa,VERIFIED,youth_unemployment_m
MLI,2016,2.253,West Africa,VERIFIED,youth_unemployment_m
MOZ,2016,7.457,Southern Africa,VERIFIED,youth_unemployment_m
MRT,2016,17.992,West Africa,VERIFIED,youth_unemployment_m
MUS,2016,17.836,East Africa,VERIFIED,youth_unemployment_m
MWI,2016,6.504,Southern Africa,VERIFIED,youth_unemployment_m
NAM,2016,37.435,Southern Africa,VERIFIED,youth_unemployment_m
NER,2016,0.824,West Africa,VERIFIED,youth_unemployment_m
NGA,2016,8.823,West Africa,VERIFIED,youth_unemployment_m
RWA,2016,15.392,East Africa,VERIFIED,youth_unemployment_m
SDN,2016,20.966,North Africa,VERIFIED,youth_unemployment_m
SEN,2016,6.205,West Africa,VERIFIED,youth_unemployment_m
SLE,2016,9.665,West Africa,VERIFIED,youth_unemployment_m
SOM,2016,31.705,East Africa,VERIFIED,youth_unemployment_m
SSD,2016,21.256,East Africa,VERIFIED,youth_unemployment_m
STP,2016,9.317,Central Africa,VERIFIED,youth_unemployment_m
SWZ,2016,44.68,Southern Africa,VERIFIED,youth_unemployment_m
SYC,2016,,East Africa,MISSING,youth_unemployment_m
TCD,2016,2.124,Central Africa,VERIFIED,youth_unemployment_m
TGO,2016,8.07,West Africa,VERIFIED,youth_unemployment_m
TUN,2016,33.667,North Africa,VERIFIED,youth_unemployment_m
TZA,2016,2.497,East Africa,VERIFIED,youth_unemployment_m
UGA,2016,4.012,East Africa,VERIFIED,youth_unemployment_m
ZAF,2016,48.55,Southern Africa,VERIFIED,youth_unemployment_m
ZMB,2016,10.849,Southern Africa,VERIFIED,youth_unemployment_m
ZWE,2016,8.146,Southern Africa,VERIFIED,youth_unemployment_m
AGO,2017,35.151,Central Africa,VERIFIED,youth_unemployment_m
BDI,2017,3.029,East Africa,VERIFIED,youth_unemployment_m
BEN,2017,2.871,West Africa,VERIFIED,youth_unemployment_m
BFA,2017,7.417,West Africa,VERIFIED,youth_unemployment_m
BWA,2017,33.691,Southern Africa,VERIFIED,youth_unemployment_m
CAF,2017,8.923,Central Africa,VERIFIED,youth_unemployment_m
CIV,2017,4.457,West Africa,VERIFIED,youth_unemployment_m
CMR,2017,5.971,Central Africa,VERIFIED,youth_unemployment_m
COD,2017,10.396,Central Africa,VERIFIED,youth_unemployment_m
COG,2017,43.826,Central Africa,VERIFIED,youth_unemployment_m
COM,2017,9.181,East Africa,VERIFIED,youth_unemployment_m
CPV,2017,29.159,West Africa,VERIFIED,youth_unemployment_m
DJI,2017,73.03,East Africa,VERIFIED,youth_unemployment_m
DZA,2017,27.316,North Africa,VERIFIED,youth_unemployment_m
EGY,2017,28.996,North Africa,VERIFIED,youth_unemployment_m
ERI,2017,9.108,East Africa,VERIFIED,youth_unemployment_m
ETH,2017,3.118,East Africa,VERIFIED,youth_unemployment_m
GAB,2017,31.797,Central Africa,VERIFIED,youth_unemployment_m
GHA,2017,6.58,West Africa,VERIFIED,youth_unemployment_m
GIN,2017,6.175,West Africa,VERIFIED,youth_unemployment_m
GMB,2017,8.364,West Africa,VERIFIED,youth_unemployment_m
GNB,2017,3.911,West Africa,VERIFIED,youth_unemployment_m
GNQ,2017,14.586,Central Africa,VERIFIED,youth_unemployment_m
KEN,2017,8.862,East Africa,VERIFIED,youth_unemployment_m
LBR,2017,2.396,West Africa,VERIFIED,youth_unemployment_m
LBY,2017,42.446,Other,VERIFIED,youth_unemployment_m
LSO,2017,17.788,Southern Africa,VERIFIED,youth_unemployment_m
MAR,2017,22.005,North Africa,VERIFIED,youth_unemployment_m
MDG,2017,4.115,East Africa,VERIFIED,youth_unemployment_m
MLI,2017,2.362,West Africa,VERIFIED,youth_unemployment_m
MOZ,2017,7.83,Southern Africa,VERIFIED,youth_unemployment_m
MRT,2017,18.921,West Africa,VERIFIED,youth_unemployment_m
MUS,2017,18.92,East Africa,VERIFIED,youth_unemployment_m
MWI,2017,6.552,Southern Africa,VERIFIED,youth_unemployment_m
NAM,2017,37.7,Southern Africa,VERIFIED,youth_unemployment_m
NER,2017,0.803,West Africa,VERIFIED,youth_unemployment_m
NGA,2017,9.404,West Africa,VERIFIED,youth_unemployment_m
RWA,2017,15.515,East Africa,VERIFIED,youth_unemployment_m
SDN,2017,20.045,North Africa,VERIFIED,youth_unemployment_m
SEN,2017,6.477,West Africa,VERIFIED,youth_unemployment_m
SLE,2017,7.072,West Africa,VERIFIED,youth_unemployment_m
SOM,2017,31.435,East Africa,VERIFIED,youth_unemployment_m
SSD,2017,21.14,East Africa,VERIFIED,youth_unemployment_m
STP,2017,7.846,Central Africa,VERIFIED,youth_unemployment_m
SWZ,2017,46.1,Southern Africa,VERIFIED,youth_unemployment_m
SYC,2017,,East Africa,MISSING,youth_unemployment_m
TCD,2017,2.156,Central Africa,VERIFIED,youth_unemployment_m
TGO,2017,12.063,West Africa,VERIFIED,youth_unemployment_m
TUN,2017,34.33,North Africa,VERIFIED,youth_unemployment_m
TZA,2017,2.287,East Africa,VERIFIED,youth_unemployment_m
UGA,2017,4.727,East Africa,VERIFIED,youth_unemployment_m
ZAF,2017,48.859,Southern Africa,VERIFIED,youth_unemployment_m
ZMB,2017,8.875,Southern Africa,VERIFIED,youth_unemployment_m
ZWE,2017,9.098,Southern Africa,VERIFIED,youth_unemployment_m
AGO,2018,34.735,Central Africa,VERIFIED,youth_unemployment_m
BDI,2018,2.663,East Africa,VERIFIED,youth_unemployment_m
BEN,2018,2.365,West Africa,VERIFIED,youth_unemployment_m
BFA,2018,7.601,West Africa,VERIFIED,youth_unemployment_m
BWA,2018,33.922,Southern Africa,VERIFIED,youth_unemployment_m
CAF,2018,8.832,Central Africa,VERIFIED,youth_unemployment_m
CIV,2018,3.919,West Africa,VERIFIED,youth_unemployment_m
CMR,2018,6.072,Central Africa,VERIFIED,youth_unemployment_m
COD,2018,10.315,Central Africa,VERIFIED,youth_unemployment_m
COG,2018,44.02,Central Africa,VERIFIED,youth_unemployment_m
COM,2018,8.915,East Africa,VERIFIED,youth_unemployment_m
CPV,2018,24.47,West Africa,VERIFIED,youth_unemployment_m
DJI,2018,74.024,East Africa,VERIFIED,youth_unemployment_m
DZA,2018,27.731,North Africa,VERIFIED,youth_unemployment_m
EGY,2018,17.873,North Africa,VERIFIED,youth_unemployment_m
ERI,2018,8.995,East Africa,VERIFIED,youth_unemployment_m
ETH,2018,3.302,East Africa,VERIFIED,youth_unemployment_m
GAB,2018,32.053,Central Africa,VERIFIED,youth_unemployment_m
GHA,2018,6.277,West Africa,VERIFIED,youth_unemployment_m
GIN,2018,6.063,West Africa,VERIFIED,youth_unemployment_m
GMB,2018,7.645,West Africa,VERIFIED,youth_unemployment_m
GNB,2018,3.942,West Africa,VERIFIED,youth_unemployment_m
GNQ,2018,14.431,Central Africa,VERIFIED,youth_unemployment_m
KEN,2018,10.332,East Africa,VERIFIED,youth_unemployment_m
LBR,2018,2.393,West Africa,VERIFIED,youth_unemployment_m
LBY,2018,42.14,Other,VERIFIED,youth_unemployment_m
LSO,2018,18.15,Southern Africa,VERIFIED,youth_unemployment_m
MAR,2018,22.278,North Africa,VERIFIED,youth_unemployment_m
MDG,2018,4.357,East Africa,VERIFIED,youth_unemployment_m
MLI,2018,2.471,West Africa,VERIFIED,youth_unemployment_m
MOZ,2018,8.179,Southern Africa,VERIFIED,youth_unemployment_m
MRT,2018,19.451,West Africa,VERIFIED,youth_unemployment_m
MUS,2018,21.014,East Africa,VERIFIED,youth_unemployment_m
MWI,2018,6.543,Southern Africa,VERIFIED,youth_unemployment_m
NAM,2018,37.51,Southern Africa,VERIFIED,youth_unemployment_m
NER,2018,0.769,West Africa,VERIFIED,youth_unemployment_m
NGA,2018,9.824,West Africa,VERIFIED,youth_unemployment_m
RWA,2018,15.721,East Africa,VERIFIED,youth_unemployment_m
SDN,2018,19.129,North Africa,VERIFIED,youth_unemployment_m
SEN,2018,4.574,West Africa,VERIFIED,youth_unemployment_m
SLE,2018,4.729,West Africa,VERIFIED,youth_unemployment_m
SOM,2018,31.818,East Africa,VERIFIED,youth_unemployment_m
SSD,2018,20.748,East Africa,VERIFIED,youth_unemployment_m
STP,2018,7.768,Central Africa,VERIFIED,youth_unemployment_m
SWZ,2018,47.69,Southern Africa,VERIFIED,youth_unemployment_m
SYC,2018,,East Africa,MISSING,youth_unemployment_m
TCD,2018,2.172,Central Africa,VERIFIED,youth_unemployment_m
TGO,2018,7.87,West Africa,VERIFIED,youth_unemployment_m
TUN,2018,34.289,North Africa,VERIFIED,youth_unemployment_m
TZA,2018,2.087,East Africa,VERIFIED,youth_unemployment_m
UGA,2018,4.389,East Africa,VERIFIED,youth_unemployment_m
ZAF,2018,49.245,Southern Africa,VERIFIED,youth_unemployment_m
ZMB,2018,9.404,Southern Africa,VERIFIED,youth_unemployment_m
ZWE,2018,10.024,Southern Africa,VERIFIED,youth_unemployment_m
AGO,2019,34.15,Central Africa,VERIFIED,youth_unemployment_m
BDI,2019,2.286,East Africa,VERIFIED,youth_unemployment_m
BEN,2019,1.905,West Africa,VERIFIED,youth_unemployment_m
BFA,2019,7.125,West Africa,VERIFIED,youth_unemployment_m
BWA,2019,34.816,Southern Africa,VERIFIED,youth_unemployment_m
CAF,2019,8.833,Central Africa,VERIFIED,youth_unemployment_m
CIV,2019,3.355,West Africa,VERIFIED,youth_unemployment_m
CMR,2019,6.16,Central Africa,VERIFIED,youth_unemployment_m
COD,2019,10.159,Central Africa,VERIFIED,youth_unemployment_m
COG,2019,43.378,Central Africa,VERIFIED,youth_unemployment_m
COM,2019,8.693,East Africa,VERIFIED,youth_unemployment_m
CPV,2019,24.711,West Africa,VERIFIED,youth_unemployment_m
DJI,2019,74.913,East Africa,VERIFIED,youth_unemployment_m
DZA,2019,28.222,North Africa,VERIFIED,youth_unemployment_m
EGY,2019,12.876,North Africa,VERIFIED,youth_unemployment_m
ERI,2019,8.984,East Africa,VERIFIED,youth_unemployment_m
ETH,2019,3.466,East Africa,VERIFIED,youth_unemployment_m
GAB,2019,31.977,Central Africa,VERIFIED,youth_unemployment_m
GHA,2019,6.013,West Africa,VERIFIED,youth_unemployment_m
GIN,2019,6.122,West Africa,VERIFIED,youth_unemployment_m
GMB,2019,8.208,West Africa,VERIFIED,youth_unemployment_m
GNB,2019,1.971,West Africa,VERIFIED,youth_unemployment_m
GNQ,2019,14.43,Central Africa,VERIFIED,youth_unemployment_m
KEN,2019,11.813,East Africa,VERIFIED,youth_unemployment_m
LBR,2019,2.397,West Africa,VERIFIED,youth_unemployment_m
LBY,2019,42.533,Other,VERIFIED,youth_unemployment_m
LSO,2019,18.545,Southern Africa,VERIFIED,youth_unemployment_m
MAR,2019,22.319,North Africa,VERIFIED,youth_unemployment_m
MDG,2019,4.594,East Africa,VERIFIED,youth_unemployment_m
MLI,2019,4.623,West Africa,VERIFIED,youth_unemployment_m
MOZ,2019,8.487,Southern Africa,VERIFIED,youth_unemployment_m
MRT,2019,19.998,West Africa,VERIFIED,youth_unemployment_m
MUS,2019,17.175,East Africa,VERIFIED,youth_unemployment_m
MWI,2019,6.504,Southern Africa,VERIFIED,youth_unemployment_m
NAM,2019,37.678,Southern Africa,VERIFIED,youth_unemployment_m
NER,2019,0.743,West Africa,VERIFIED,youth_unemployment_m
NGA,2019,10.092,West Africa,VERIFIED,youth_unemployment_m
RWA,2019,15.449,East Africa,VERIFIED,youth_unemployment_m
SDN,2019,18.157,North Africa,VERIFIED,youth_unemployment_m
SEN,2019,2.873,West Africa,VERIFIED,youth_unemployment_m
SLE,2019,4.752,West Africa,VERIFIED,youth_unemployment_m
SOM,2019,32.053,East Africa,VERIFIED,youth_unemployment_m
SSD,2019,20.429,East Africa,VERIFIED,youth_unemployment_m
STP,2019,7.847,Central Africa,VERIFIED,youth_unemployment_m
SWZ,2019,49.002,Southern Africa,VERIFIED,youth_unemployment_m
SYC,2019,,East Africa,MISSING,youth_unemployment_m
TCD,2019,2.146,Central Africa,VERIFIED,youth_unemployment_m
TGO,2019,3.539,West Africa,VERIFIED,youth_unemployment_m
TUN,2019,37.546,North Africa,VERIFIED,youth_unemployment_m
TZA,2019,1.886,East Africa,VERIFIED,youth_unemployment_m
UGA,2019,4.016,East Africa,VERIFIED,youth_unemployment_m
ZAF,2019,53.347,Southern Africa,VERIFIED,youth_unemployment_m
ZMB,2019,12.165,Southern Africa,VERIFIED,youth_unemployment_m
ZWE,2019,11.114,Southern Africa,VERIFIED,youth_unemployment_m
AGO,2020,35.352,Central Africa,VERIFIED,youth_unemployment_m
BDI,2020,2.012,East Africa,VERIFIED,youth_unemployment_m
BEN,2020,2.75,West Africa,VERIFIED,youth_unemployment_m
BFA,2020,7.243,West Africa,VERIFIED,youth_unemployment_m
BWA,2020,38.371,Southern Africa,VERIFIED,youth_unemployment_m
CAF,2020,9.84,Central Africa,VERIFIED,youth_unemployment_m
CIV,2020,3.935,West Africa,VERIFIED,youth_unemployment_m
CMR,2020,6.741,Central Africa,VERIFIED,youth_unemployment_m
COD,2020,11.696,Central Africa,VERIFIED,youth_unemployment_m
COG,2020,47.749,Central Africa,VERIFIED,youth_unemployment_m
COM,2020,9.682,East Africa,VERIFIED,youth_unemployment_m
CPV,2020,29.946,West Africa,VERIFIED,youth_unemployment_m
DJI,2020,80.324,East Africa,VERIFIED,youth_unemployment_m
DZA,2020,32.36,North Africa,VERIFIED,youth_unemployment_m
EGY,2020,13.09,North Africa,VERIFIED,youth_unemployment_m
ERI,2020,9.994,East Africa,VERIFIED,youth_unemployment_m
ETH,2020,4.553,East Africa,VERIFIED,youth_unemployment_m
GAB,2020,34.032,Central Africa,VERIFIED,youth_unemployment_m
GHA,2020,6.303,West Africa,VERIFIED,youth_unemployment_m
GIN,2020,7.173,West Africa,VERIFIED,youth_unemployment_m
GMB,2020,10.375,West Africa,VERIFIED,youth_unemployment_m
GNB,2020,2.912,West Africa,VERIFIED,youth_unemployment_m
GNQ,2020,16.12,Central Africa,VERIFIED,youth_unemployment_m
KEN,2020,10.934,East Africa,VERIFIED,youth_unemployment_m
LBR,2020,2.905,West Africa,VERIFIED,youth_unemployment_m
LBY,2020,44.709,Other,VERIFIED,youth_unemployment_m
LSO,2020,20.391,Southern Africa,VERIFIED,youth_unemployment_m
MAR,2020,26.663,North Africa,VERIFIED,youth_unemployment_m
MDG,2020,5.876,East Africa,VERIFIED,youth_unemployment_m
MLI,2020,6.156,West Africa,VERIFIED,youth_unemployment_m
MOZ,2020,9.524,Southern Africa,VERIFIED,youth_unemployment_m
MRT,2020,21.576,West Africa,VERIFIED,youth_unemployment_m
MUS,2020,22.317,East Africa,VERIFIED,youth_unemployment_m
MWI,2020,7.297,Southern Africa,VERIFIED,youth_unemployment_m
NAM,2020,40.481,Southern Africa,VERIFIED,youth_unemployment_m
NER,2020,0.755,West Africa,VERIFIED,youth_unemployment_m
NGA,2020,9.892,West Africa,VERIFIED,youth_unemployment_m
RWA,2020,14.692,East Africa,VERIFIED,youth_unemployment_m
SDN,2020,18.759,North Africa,VERIFIED,youth_unemployment_m
SEN,2020,3.469,West Africa,VERIFIED,youth_unemployment_m
SLE,2020,5.295,West Africa,VERIFIED,youth_unemployment_m
SOM,2020,33.683,East Africa,VERIFIED,youth_unemployment_m
SSD,2020,22.921,East Africa,VERIFIED,youth_unemployment_m
STP,2020,8.666,Central Africa,VERIFIED,youth_unemployment_m
SWZ,2020,55.606,Southern Africa,VERIFIED,youth_unemployment_m
SYC,2020,,East Africa,MISSING,youth_unemployment_m
TCD,2020,2.615,Central Africa,VERIFIED,youth_unemployment_m
TGO,2020,3.806,West Africa,VERIFIED,youth_unemployment_m
TUN,2020,41.076,North Africa,VERIFIED,youth_unemployment_m
TZA,2020,1.824,East Africa,VERIFIED,youth_unemployment_m
UGA,2020,4.572,East Africa,VERIFIED,youth_unemployment_m
ZAF,2020,55.552,Southern Africa,VERIFIED,youth_unemployment_m
ZMB,2020,11.294,Southern Africa,VERIFIED,youth_unemployment_m
ZWE,2020,13.235,Southern Africa,VERIFIED,youth_unemployment_m
AGO,2021,32.636,Central Africa,VERIFIED,youth_unemployment_m
BDI,2021,2.218,East Africa,VERIFIED,youth_unemployment_m
BEN,2021,3.526,West Africa,VERIFIED,youth_unemployment_m
BFA,2021,6.733,West Africa,VERIFIED,youth_unemployment_m
BWA,2021,38.194,Southern Africa,VERIFIED,youth_unemployment_m
CAF,2021,9.813,Central Africa,VERIFIED,youth_unemployment_m
CIV,2021,4.234,West Africa,VERIFIED,youth_unemployment_m
CMR,2021,6.734,Central Africa,VERIFIED,youth_unemployment_m
COD,2021,11.239,Central Africa,VERIFIED,youth_unemployment_m
COG,2021,45.914,Central Africa,VERIFIED,youth_unemployment_m
COM,2021,8.995,East Africa,VERIFIED,youth_unemployment_m
CPV,2021,27.682,West Africa,VERIFIED,youth_unemployment_m
DJI,2021,78.229,East Africa,VERIFIED,youth_unemployment_m
DZA,2021,30.646,North Africa,VERIFIED,youth_unemployment_m
EGY,2021,13.067,North Africa,VERIFIED,youth_unemployment_m
ERI,2021,9.914,East Africa,VERIFIED,youth_unemployment_m
ETH,2021,4.564,East Africa,VERIFIED,youth_unemployment_m
GAB,2021,33.168,Central Africa,VERIFIED,youth_unemployment_m
GHA,2021,6.038,West Africa,VERIFIED,youth_unemployment_m
GIN,2021,6.898,West Africa,VERIFIED,youth_unemployment_m
GMB,2021,10.597,West Africa,VERIFIED,youth_unemployment_m
GNB,2021,3.532,West Africa,VERIFIED,youth_unemployment_m
GNQ,2021,15.869,Central Africa,VERIFIED,youth_unemployment_m
KEN,2021,8.196,East Africa,VERIFIED,youth_unemployment_m
LBR,2021,2.96,West Africa,VERIFIED,youth_unemployment_m
LBY,2021,43.7,Other,VERIFIED,youth_unemployment_m
LSO,2021,19.944,Southern Africa,VERIFIED,youth_unemployment_m
MAR,2021,24.835,North Africa,VERIFIED,youth_unemployment_m
MDG,2021,6.033,East Africa,VERIFIED,youth_unemployment_m
MLI,2021,4.628,West Africa,VERIFIED,youth_unemployment_m
MOZ,2021,9.688,Southern Africa,VERIFIED,youth_unemployment_m
MRT,2021,21.232,West Africa,VERIFIED,youth_unemployment_m
MUS,2021,24.792,East Africa,VERIFIED,youth_unemployment_m
MWI,2021,7.245,Southern Africa,VERIFIED,youth_unemployment_m
NAM,2021,39.37,Southern Africa,VERIFIED,youth_unemployment_m
NER,2021,0.531,West Africa,VERIFIED,youth_unemployment_m
NGA,2021,7.797,West Africa,VERIFIED,youth_unemployment_m
RWA,2021,22.437,East Africa,VERIFIED,youth_unemployment_m
SDN,2021,16.957,North Africa,VERIFIED,youth_unemployment_m
SEN,2021,3.546,West Africa,VERIFIED,youth_unemployment_m
SLE,2021,5.088,West Africa,VERIFIED,youth_unemployment_m
SOM,2021,33.317,East Africa,VERIFIED,youth_unemployment_m
SSD,2021,21.896,East Africa,VERIFIED,youth_unemployment_m
STP,2021,8.471,Central Africa,VERIFIED,youth_unemployment_m
SWZ,2021,54.277,Southern Africa,VERIFIED,youth_unemployment_m
SYC,2021,,East Africa,MISSING,youth_unemployment_m
TCD,2021,2.925,Central Africa,VERIFIED,youth_unemployment_m
TGO,2021,3.721,West Africa,VERIFIED,youth_unemployment_m
TUN,2021,39.52,North Africa,VERIFIED,youth_unemployment_m
TZA,2021,1.863,East Africa,VERIFIED,youth_unemployment_m
UGA,2021,3.875,East Africa,VERIFIED,youth_unemployment_m
ZAF,2021,61.151,Southern Africa,VERIFIED,youth_unemployment_m
ZMB,2021,8.825,Southern Africa,VERIFIED,youth_unemployment_m
ZWE,2021,14.288,Southern Africa,VERIFIED,youth_unemployment_m
AGO,2022,27.359,Central Africa,VERIFIED,youth_unemployment_m
BDI,2022,2.25,East Africa,VERIFIED,youth_unemployment_m
BEN,2022,3.606,West Africa,VERIFIED,youth_unemployment_m
BFA,2022,5.611,West Africa,VERIFIED,youth_unemployment_m
BWA,2022,36.765,Southern Africa,VERIFIED,youth_unemployment_m
CAF,2022,9.035,Central Africa,VERIFIED,youth_unemployment_m
CIV,2022,3.943,West Africa,VERIFIED,youth_unemployment_m
CMR,2022,6.241,Central Africa,VERIFIED,youth_unemployment_m
COD,2022,10.036,Central Africa,VERIFIED,youth_unemployment_m
COG,2022,42.212,Central Africa,VERIFIED,youth_unemployment_m
COM,2022,8.252,East Africa,VERIFIED,youth_unemployment_m
CPV,2022,25.087,West Africa,VERIFIED,youth_unemployment_m
DJI,2022,75.634,East Africa,VERIFIED,youth_unemployment_m
DZA,2022,28.413,North Africa,VERIFIED,youth_unemployment_m
EGY,2022,11.981,North Africa,VERIFIED,youth_unemployment_m
ERI,2022,9.135,East Africa,VERIFIED,youth_unemployment_m
ETH,2022,3.951,East Africa,VERIFIED,youth_unemployment_m
GAB,2022,31.881,Central Africa,VERIFIED,youth_unemployment_m
GHA,2022,5.46,West Africa,VERIFIED,youth_unemployment_m
GIN,2022,6.174,West Africa,VERIFIED,youth_unemployment_m
GMB,2022,10.22,West Africa,VERIFIED,youth_unemployment_m
GNB,2022,3.7,West Africa,VERIFIED,youth_unemployment_m
GNQ,2022,14.723,Central Africa,VERIFIED,youth_unemployment_m
KEN,2022,11.811,East Africa,VERIFIED,youth_unemployment_m
LBR,2022,2.325,West Africa,VERIFIED,youth_unemployment_m
LBY,2022,42.785,Other,VERIFIED,youth_unemployment_m
LSO,2022,18.366,Southern Africa,VERIFIED,youth_unemployment_m
MAR,2022,22.593,North Africa,VERIFIED,youth_unemployment_m
MDG,2022,5.481,East Africa,VERIFIED,youth_unemployment_m
MLI,2022,2.132,West Africa,VERIFIED,youth_unemployment_m
MOZ,2022,11.657,Southern Africa,VERIFIED,youth_unemployment_m
MRT,2022,20.102,West Africa,VERIFIED,youth_unemployment_m
MUS,2022,20.729,East Africa,VERIFIED,youth_unemployment_m
MWI,2022,6.53,Southern Africa,VERIFIED,youth_unemployment_m
NAM,2022,37.185,Southern Africa,VERIFIED,youth_unemployment_m
NER,2022,0.523,West Africa,VERIFIED,youth_unemployment_m
NGA,2022,4.805,West Africa,VERIFIED,youth_unemployment_m
RWA,2022,21.054,East Africa,VERIFIED,youth_unemployment_m
SDN,2022,11.816,North Africa,VERIFIED,youth_unemployment_m
SEN,2022,3.058,West Africa,VERIFIED,youth_unemployment_m
